combined_text,clean_text,rating_num,sentiment,review_title,review_text,product,review_country,reviewed_at
Beast! First time iOS user. Shifted from android to iOS finally,beast first time ios user shifted from android to ios finally,5.0,positive,Beast!,First time iOS user. Shifted from android to iOS finally,Apple iPhone XR (64GB) - Black, India ,2019-08-11
Its all about the experience Reviewing the device after a months of usage.,its all about the experience reviewing the device after a months of usage,5.0,positive,Its all about the experience,Reviewing the device after a months of usage.,Apple iPhone XR (64GB) - Black, India ,2019-11-03
Bad amazon Battery life 5 hour and heating too much...Amazon se na kharide phone Sayed discount ke Naam pe refurbished phone dete hain....iPhone me heating problem samanya nahi hain....mera phone change kardo amazonwale,bad amazon battery life hour and heating too much amazon se na kharide phone sayed discount ke naam pe refurbished phone dete hain iphone me heating problem samanya nahi hain mera phone change kardo amazonwale,1.0,negative,Bad amazon,Battery life 5 hour and heating too much...Amazon se na kharide phone Sayed discount ke Naam pe refurbished phone dete hain....iPhone me heating problem samanya nahi hain....mera phone change kardo amazonwale,Apple iPhone XR (64GB) - Black, India ,2019-10-09
"Iphone XR red 64gb Nice phone got it for rs44000 after discount.with no cost emi from Amazon icici credit card. Red is beautiful. Battery back is good last for more than one day in my case. Performance, quality And finish awesome. Got update to iOS13. Amazon super fast delivery in 14hrs. Phone was covered with innovative tamper proof packaging and a code ,otp was provided to me by sms before delivery. Code to me matched with code on packaging.",iphone xr red gb nice phone got it for rs after discount with no cost emi from amazon icici credit card red is beautiful battery back is good last for more than one day in my case performance quality and finish awesome got update to ios amazon super fast delivery in hrs phone was covered with innovative tamper proof packaging and a code otp was provided to me by sms before delivery code to me matched with code on packaging,5.0,positive,Iphone XR red 64gb,"Nice phone got it for rs44000 after discount.with no cost emi from Amazon icici credit card. Red is beautiful. Battery back is good last for more than one day in my case. Performance, quality And finish awesome. Got update to iOS13. Amazon super fast delivery in 14hrs. Phone was covered with innovative tamper proof packaging and a code ,otp was provided to me by sms before delivery. Code to me matched with code on packaging.",Apple iPhone XR (64GB) - Black, India ,2019-10-08
Iphone is iphone There's no fingerprint sensor as its Iphone X series..face lock works good even in dark. Display is good fully visible in outdoors. Nice battery backup. Dual sim makes it awsome i.e one E Sim and normal one. May pay nominal fee for esim to operator. Currently only Jio and Airtel support esim..so please consider that.,iphone is iphone there s no fingerprint sensor as its iphone x series face lock works good even in dark display is good fully visible in outdoors nice battery backup dual sim makes it awsome i e one e sim and normal one may pay nominal fee for esim to operator currently only jio and airtel support esim so please consider that,5.0,positive,Iphone is iphone,There's no fingerprint sensor as its Iphone X series..face lock works good even in dark. Display is good fully visible in outdoors. Nice battery backup. Dual sim makes it awsome i.e one E Sim and normal one. May pay nominal fee for esim to operator. Currently only Jio and Airtel support esim..so please consider that.,Apple iPhone XR (64GB) - Black, India ,2019-07-15
Defect piece I received this product with slight scratch on the camera edges. It can be easily noticeable and,defect piece i received this product with slight scratch on the camera edges it can be easily noticeable and,1.0,negative,Defect piece,I received this product with slight scratch on the camera edges. It can be easily noticeable and,Apple iPhone XR (64GB) - Black, India ,2019-10-02
4 star. Certainly not the iPhone of Steve jobs era. My 1st iPhone. I liked it. Only difficulty I find is I didn’t get much variety Of cases and cover for this model. You have to use for hands to handle this phone because of its size and skin. I purchased it in sell at Rs 46k in Nov 19. I prefer volume keys to be in right hand side and music aux cable on top which makes a mobile easy to handle and operate,star certainly not the iphone of steve jobs era my st iphone i liked it only difficulty i find is i didn t get much variety of cases and cover for this model you have to use for hands to handle this phone because of its size and skin i purchased it in sell at rs k in nov i prefer volume keys to be in right hand side and music aux cable on top which makes a mobile easy to handle and operate,4.0,positive,4 star. Certainly not the iPhone of Steve jobs era.,My 1st iPhone. I liked it. Only difficulty I find is I didn’t get much variety Of cases and cover for this model. You have to use for hands to handle this phone because of its size and skin. I purchased it in sell at Rs 46k in Nov 19. I prefer volume keys to be in right hand side and music aux cable on top which makes a mobile easy to handle and operate,Apple iPhone XR (64GB) - Black, India ,2020-02-02
Faulty Mobile I had purchased the Mobile for Gift to My Son. When I started it on 23rd Oct I found that the some of the functions of the Mobile are not working. To my disapointment I could not return as it was not showing the option. The return period was valid but could not return.,faulty mobile i had purchased the mobile for gift to my son when i started it on rd oct i found that the some of the functions of the mobile are not working to my disapointment i could not return as it was not showing the option the return period was valid but could not return,1.0,negative,Faulty Mobile,I had purchased the Mobile for Gift to My Son. When I started it on 23rd Oct I found that the some of the functions of the Mobile are not working. To my disapointment I could not return as it was not showing the option. The return period was valid but could not return.,Apple iPhone XR (64GB) - Black, India ,2019-10-24
Amazing buy!! Premium experience and value for money!! I bought a Product Red iPhone XR in the Great Indian Amazon sale in exchange for my 3 year old iPhone 7. I got the 128 GB version for ₹ 40k.,amazing buy premium experience and value for money i bought a product red iphone xr in the great indian amazon sale in exchange for my year old iphone i got the gb version for k,5.0,positive,Amazing buy!! Premium experience and value for money!!,I bought a Product Red iPhone XR in the Great Indian Amazon sale in exchange for my 3 year old iPhone 7. I got the 128 GB version for ₹ 40k.,Apple iPhone XR (64GB) - Black, India ,2019-11-09
Killer phone at killer price 40k champ Best value for money apple device right now got this iphone xr for 38k steal price totally worth it i am not an apple fanboy i use my oneplus 7 along with this device the softare smoothness is unmatchable camera is great and brand value is superb but main cons is slow charger it takes almost 3hr to complete the charge and display is also good but flat/accurate colours but i like the saturated one of my 1+ 7 but the quality is very nice closer to 1080 full hd panel for so under 45k is the best apple device you can get but if display is your main priority than oneplus 7t is a better overall device along with fast charging in this price range,killer phone at killer price k champ best value for money apple device right now got this iphone xr for k steal price totally worth it i am not an apple fanboy i use my oneplus along with this device the softare smoothness is unmatchable camera is great and brand value is superb but main cons is slow charger it takes almost hr to complete the charge and display is also good but flat accurate colours but i like the saturated one of my but the quality is very nice closer to full hd panel for so under k is the best apple device you can get but if display is your main priority than oneplus t is a better overall device along with fast charging in this price range,5.0,positive,Killer phone at killer price 40k champ,Best value for money apple device right now got this iphone xr for 38k steal price totally worth it i am not an apple fanboy i use my oneplus 7 along with this device the softare smoothness is unmatchable camera is great and brand value is superb but main cons is slow charger it takes almost 3hr to complete the charge and display is also good but flat/accurate colours but i like the saturated one of my 1+ 7 but the quality is very nice closer to 1080 full hd panel for so under 45k is the best apple device you can get but if display is your main priority than oneplus 7t is a better overall device along with fast charging in this price range,Apple iPhone XR (64GB) - Black, India ,2019-11-06
Genuine product delivered I checked the IMEI with Apple once i got the phone and it is genuine,genuine product delivered i checked the imei with apple once i got the phone and it is genuine,5.0,positive,Genuine product delivered,I checked the IMEI with Apple once i got the phone and it is genuine,Apple iPhone XR (64GB) - Black, India ,2019-04-28
"Within 24 hrs it is getting hang and frozen..  And it took almost 4 hrs to unlock the device.. Hi, i have purchased this phone on 27th sep,  as i am prime member so i got this product on 30th sep.  I have created apple i. D pass word..  Since morning the very next day of product received..  Today is 1st oct 2019.. In a single day..  Even not completing 24 hours..  It is getting hang..  And it took time to almost 4 hours to unlock my device..  Even though i was not able to unlock my screen",within hrs it is getting hang and frozen and it took almost hrs to unlock the device hi i have purchased this phone on th sep as i am prime member so i got this product on th sep i have created apple i d pass word since morning the very next day of product received today is st oct in a single day even not completing hours it is getting hang and it took time to almost hours to unlock my device even though i was not able to unlock my screen,1.0,negative,Within 24 hrs it is getting hang and frozen..  And it took almost 4 hrs to unlock the device..,"Hi, i have purchased this phone on 27th sep,  as i am prime member so i got this product on 30th sep.  I have created apple i. D pass word..  Since morning the very next day of product received..  Today is 1st oct 2019.. In a single day..  Even not completing 24 hours..  It is getting hang..  And it took time to almost 4 hours to unlock my device..  Even though i was not able to unlock my screen",Apple iPhone XR (64GB) - Black, India ,2019-10-02
Brilliant In Every Way! I have been using this Phone for about 5 months. I had used 5s and 6s plus. This phone is definitely a Big Big upgrade from former models. It’s brilliant in every possible way. The two main concerns which I had earlier with iPhones were battery life and secondary SIM card. I’m happy that finally Apple heard us and released this beast. You might wonder about thick bezels and LCD display on this phone. I bet you don’t notice them at all when you get along with this phone. No wonder why XR is the best selling smartphone worldwide. Battery life is excellent. Enough of reviews. Just go for it. You won’t regret at any point of time!,brilliant in every way i have been using this phone for about months i had used s and s plus this phone is definitely a big big upgrade from former models it s brilliant in every possible way the two main concerns which i had earlier with iphones were battery life and secondary sim card i m happy that finally apple heard us and released this beast you might wonder about thick bezels and lcd display on this phone i bet you don t notice them at all when you get along with this phone no wonder why xr is the best selling smartphone worldwide battery life is excellent enough of reviews just go for it you won t regret at any point of time,5.0,positive,Brilliant In Every Way!,I have been using this Phone for about 5 months. I had used 5s and 6s plus. This phone is definitely a Big Big upgrade from former models. It’s brilliant in every possible way. The two main concerns which I had earlier with iPhones were battery life and secondary SIM card. I’m happy that finally Apple heard us and released this beast. You might wonder about thick bezels and LCD display on this phone. I bet you don’t notice them at all when you get along with this phone. No wonder why XR is the best selling smartphone worldwide. Battery life is excellent. Enough of reviews. Just go for it. You won’t regret at any point of time!,Apple iPhone XR (64GB) - Black, India ,2020-03-01
"Happy to own one after iPhone 5s A superb smartphone at this price range, bought k20 pro a few days back but wanted to get an iPhone, got it on the early prime member sale at an amazing price, everything is perfect, except for the camera which shows a yellowish pictures everytime rest of all battery, screen performance is what I needed the most and this didn’t let me down. Thanks amazon and apple for timely delivery and a best product",happy to own one after iphone s a superb smartphone at this price range bought k pro a few days back but wanted to get an iphone got it on the early prime member sale at an amazing price everything is perfect except for the camera which shows a yellowish pictures everytime rest of all battery screen performance is what i needed the most and this didn t let me down thanks amazon and apple for timely delivery and a best product,5.0,positive,Happy to own one after iPhone 5s,"A superb smartphone at this price range, bought k20 pro a few days back but wanted to get an iPhone, got it on the early prime member sale at an amazing price, everything is perfect, except for the camera which shows a yellowish pictures everytime rest of all battery, screen performance is what I needed the most and this didn’t let me down. Thanks amazon and apple for timely delivery and a best product",Apple iPhone XR (64GB) - Black, India ,2019-10-04
My first IPhone 😍  Everything is awesome except battery.,my first iphone everything is awesome except battery,4.0,positive,My first IPhone 😍, Everything is awesome except battery.,Apple iPhone XR (64GB) - Black, India ,2020-03-07
Not genuine seller This does not seem to be a genuine product. My phone goes completely silent many times and i have to restart it. The seller is not genuine. Better go for other sellers or offline.,not genuine seller this does not seem to be a genuine product my phone goes completely silent many times and i have to restart it the seller is not genuine better go for other sellers or offline,1.0,negative,Not genuine seller,This does not seem to be a genuine product. My phone goes completely silent many times and i have to restart it. The seller is not genuine. Better go for other sellers or offline.,Apple iPhone XR (64GB) - Black, India ,2019-07-19
"Setisfied customer Really super experience,simply best quality,since 10 eyrs I used android and now feeling ios and iPhone quality,before I used Samsung S9plus which bought for 65k now it’s awailable for 28k means 25k worth product they sold for 65k.So my final  openion is shift to ios and iphone xr is value for money.",setisfied customer really super experience simply best quality since eyrs i used android and now feeling ios and iphone quality before i used samsung s plus which bought for k now it s awailable for k means k worth product they sold for k so my final openion is shift to ios and iphone xr is value for money,5.0,positive,Setisfied customer,"Really super experience,simply best quality,since 10 eyrs I used android and now feeling ios and iPhone quality,before I used Samsung S9plus which bought for 65k now it’s awailable for 28k means 25k worth product they sold for 65k.So my final  openion is shift to ios and iphone xr is value for money.",Apple iPhone XR (64GB) - Black, India ,2020-01-29
Great price value equation Best battery life amongst current iPhones...lightning fast with the most current A12 processor...specs are almost at par with the iPhone XS/XS Max...except for the camera and display. All in all...excellent price/value equation.,great price value equation best battery life amongst current iphones lightning fast with the most current a processor specs are almost at par with the iphone xs xs max except for the camera and display all in all excellent price value equation,5.0,positive,Great price value equation,Best battery life amongst current iPhones...lightning fast with the most current A12 processor...specs are almost at par with the iPhone XS/XS Max...except for the camera and display. All in all...excellent price/value equation.,Apple iPhone XR (64GB) - Black, India ,2019-06-22
Amazing i phone at this price I purchase in amazon festive sale at 40000 which is great but if one buy under 50000 at that price also it is amazing,amazing i phone at this price i purchase in amazon festive sale at which is great but if one buy under at that price also it is amazing,5.0,positive,Amazing i phone at this price,I purchase in amazon festive sale at 40000 which is great but if one buy under 50000 at that price also it is amazing,Apple iPhone XR (64GB) - Black, India ,2019-11-21
Faulty iPhone delivered by Amazon. I'm regular Amazon buyer for many years now.Got my first iPhone xr delivered on 7/10/2019.But sorry to inform it stopped working from 21/10/2019.Amazon delivered Apple phone which is a most trusted brand in world.Dont know whose fault it is.I contacted Apple authorised service centre ie. Icare  who has d mobile to Bangalore.And now I'm waiting for their reply.My trust on Amazon is affected,faulty iphone delivered by amazon i m regular amazon buyer for many years now got my first iphone xr delivered on but sorry to inform it stopped working from amazon delivered apple phone which is a most trusted brand in world dont know whose fault it is i contacted apple authorised service centre ie icare who has d mobile to bangalore and now i m waiting for their reply my trust on amazon is affected,1.0,negative,Faulty iPhone delivered by Amazon.,I'm regular Amazon buyer for many years now.Got my first iPhone xr delivered on 7/10/2019.But sorry to inform it stopped working from 21/10/2019.Amazon delivered Apple phone which is a most trusted brand in world.Dont know whose fault it is.I contacted Apple authorised service centre ie. Icare  who has d mobile to Bangalore.And now I'm waiting for their reply.My trust on Amazon is affected,Apple iPhone XR (64GB) - Black, India ,2019-10-27
Don't buy iPhone from amazon Product is good what we bought from Apple store but what Amazon delivered is not good  I suspect this not good quality product Amazon delivered during sale  with in a month one day this iPhone abruptly went off ND I was not able to on it again,don t buy iphone from amazon product is good what we bought from apple store but what amazon delivered is not good i suspect this not good quality product amazon delivered during sale with in a month one day this iphone abruptly went off nd i was not able to on it again,1.0,negative,Don't buy iPhone from amazon,Product is good what we bought from Apple store but what Amazon delivered is not good  I suspect this not good quality product Amazon delivered during sale  with in a month one day this iPhone abruptly went off ND I was not able to on it again,Apple iPhone XR (64GB) - Black, India ,2019-10-25
"iPhone XR just brilliant in every way !!!✌️✌️ Very beautiful phone...very long battery life, superb camera quality...thanks a lot Amazon for such great discount during prime day sale n for making it affordable ...very happy with my purchase😊😊😊",iphone xr just brilliant in every way very beautiful phone very long battery life superb camera quality thanks a lot amazon for such great discount during prime day sale n for making it affordable very happy with my purchase,5.0,positive,iPhone XR just brilliant in every way !!!✌️✌️,"Very beautiful phone...very long battery life, superb camera quality...thanks a lot Amazon for such great discount during prime day sale n for making it affordable ...very happy with my purchase😊😊😊",Apple iPhone XR (64GB) - Black, India ,2019-07-22
Worth the money :-) The phone is a little big and handling it single handed might be a problem but size matters ! The display and the face recognition is awesome,worth the money the phone is a little big and handling it single handed might be a problem but size matters the display and the face recognition is awesome,5.0,positive,Worth the money :-),The phone is a little big and handling it single handed might be a problem but size matters ! The display and the face recognition is awesome,Apple iPhone XR (64GB) - Black, India ,2019-07-22
"Go for 256 gb only . Black / white / blue is better in looks Still now doing great . iPhone XR is a great phone , upgraded from iPhone 8+ , n i am totally satisfied. Yellow is a beautiful colour but the only con is the side bezels n aluminium frame colour.",go for gb only black white blue is better in looks still now doing great iphone xr is a great phone upgraded from iphone n i am totally satisfied yellow is a beautiful colour but the only con is the side bezels n aluminium frame colour,4.0,positive,Go for 256 gb only . Black / white / blue is better in looks,"Still now doing great . iPhone XR is a great phone , upgraded from iPhone 8+ , n i am totally satisfied. Yellow is a beautiful colour but the only con is the side bezels n aluminium frame colour.",Apple iPhone XR (64GB) - Black, India ,2019-05-09
Much needed phone Good battery backup so far. Little bit heavy compared to my previous version. Face unlock feature is a bit irritating sometimes as it gets unlocked sometimes when u don’t wanna do it,much needed phone good battery backup so far little bit heavy compared to my previous version face unlock feature is a bit irritating sometimes as it gets unlocked sometimes when u don t wanna do it,5.0,positive,Much needed phone,Good battery backup so far. Little bit heavy compared to my previous version. Face unlock feature is a bit irritating sometimes as it gets unlocked sometimes when u don’t wanna do it,Apple iPhone XR (64GB) - Black, India ,2019-08-07
It’s not a wow one but we can go for it Well I’m writing this review after 3months of usage.,it s not a wow one but we can go for it well i m writing this review after months of usage,4.0,positive,It’s not a wow one but we can go for it,Well I’m writing this review after 3months of usage.,Apple iPhone XR (64GB) - Black, India ,2020-02-16
"Excellent phone!! Writing this review after 1 week of usage. Purchased the 128 GB version during the freedom sale for 57k. I was confused between One plus 7 Pro, IPhone XS and the XR and I must admit that it turned out to be a good decision. Its a classy product and feels premium in hand compared to other devices in this price range. The features that the other phones boast about are hardly being used in day to day life unless you are an avid gamer. The screen size is just perfect and quality is not bad as being highlighted in some of the reviews on youtube. Battery life is excellent, camera is very good and the phone is waterproof. Performance is excellent with A12 Bionic processor.",excellent phone writing this review after week of usage purchased the gb version during the freedom sale for k i was confused between one plus pro iphone xs and the xr and i must admit that it turned out to be a good decision its a classy product and feels premium in hand compared to other devices in this price range the features that the other phones boast about are hardly being used in day to day life unless you are an avid gamer the screen size is just perfect and quality is not bad as being highlighted in some of the reviews on youtube battery life is excellent camera is very good and the phone is waterproof performance is excellent with a bionic processor,5.0,positive,Excellent phone!!,"Writing this review after 1 week of usage. Purchased the 128 GB version during the freedom sale for 57k. I was confused between One plus 7 Pro, IPhone XS and the XR and I must admit that it turned out to be a good decision. Its a classy product and feels premium in hand compared to other devices in this price range. The features that the other phones boast about are hardly being used in day to day life unless you are an avid gamer. The screen size is just perfect and quality is not bad as being highlighted in some of the reviews on youtube. Battery life is excellent, camera is very good and the phone is waterproof. Performance is excellent with A12 Bionic processor.",Apple iPhone XR (64GB) - Black, India ,2019-08-25
"Buttery smooth performance, the real value for money iPhone. I used to be an apple hater but no other phone ever matches the gaming optimisation of the iPhone XR/XS/XS Max. These devices with the A12 bionic chip just beat any other android devices in graphics rendering performance without a doubt. People have been complaining about the display that is basically 828p but trust me, you won’t even notice the difference between a proper 1080p screen and this one. In fact this screen looks better than most of the 1080p mobile phone screens (thanks to the liquid retina display technology it uses). The camera is amazing in all aspects and one of the best out there in the smartphone market but it can’t click portraits without detecting a human face (P.S. you can download an app named halide at the appstore to click non human portraits).",buttery smooth performance the real value for money iphone i used to be an apple hater but no other phone ever matches the gaming optimisation of the iphone xr xs xs max these devices with the a bionic chip just beat any other android devices in graphics rendering performance without a doubt people have been complaining about the display that is basically p but trust me you won t even notice the difference between a proper p screen and this one in fact this screen looks better than most of the p mobile phone screens thanks to the liquid retina display technology it uses the camera is amazing in all aspects and one of the best out there in the smartphone market but it can t click portraits without detecting a human face p s you can download an app named halide at the appstore to click non human portraits,5.0,positive,"Buttery smooth performance, the real value for money iPhone.","I used to be an apple hater but no other phone ever matches the gaming optimisation of the iPhone XR/XS/XS Max. These devices with the A12 bionic chip just beat any other android devices in graphics rendering performance without a doubt. People have been complaining about the display that is basically 828p but trust me, you won’t even notice the difference between a proper 1080p screen and this one. In fact this screen looks better than most of the 1080p mobile phone screens (thanks to the liquid retina display technology it uses). The camera is amazing in all aspects and one of the best out there in the smartphone market but it can’t click portraits without detecting a human face (P.S. you can download an app named halide at the appstore to click non human portraits).",Apple iPhone XR (64GB) - Black, India ,2019-07-26
IPhone XR 64gb review after 2 weeks usage. After 2 weeks of usages I am giving my review:,iphone xr gb review after weeks usage after weeks of usages i am giving my review,5.0,positive,IPhone XR 64gb review after 2 weeks usage.,After 2 weeks of usages I am giving my review:,Apple iPhone XR (64GB) - Black, India ,2019-08-24
Super battery life with 2 days life without charging Very good phone but can be priced better as this can be considered as low in value for money otherwise,super battery life with days life without charging very good phone but can be priced better as this can be considered as low in value for money otherwise,5.0,positive,Super battery life with 2 days life without charging,Very good phone but can be priced better as this can be considered as low in value for money otherwise,Apple iPhone XR (64GB) - Black, India ,2019-05-11
Simply superb Best budget phone from Apple with better image stabilisation similar to iPhone XS. Battery life is extremely competitive with one plus battery's lifetime.,simply superb best budget phone from apple with better image stabilisation similar to iphone xs battery life is extremely competitive with one plus battery s lifetime,4.0,positive,Simply superb,Best budget phone from Apple with better image stabilisation similar to iPhone XS. Battery life is extremely competitive with one plus battery's lifetime.,Apple iPhone XR (64GB) - Black, India ,2020-03-02
Best iPhone ever One of the best iPhone ever. Features are fabulous and battery life is excellent. On an average it lasts up to 10 hrs if you are an extensive phone user. This includes data usage and voice calling.  Bit heavy I comparison to other iPhones or android phones but might be that’s the trick it’s good on battery life. I’ll give 10/10,best iphone ever one of the best iphone ever features are fabulous and battery life is excellent on an average it lasts up to hrs if you are an extensive phone user this includes data usage and voice calling bit heavy i comparison to other iphones or android phones but might be that s the trick it s good on battery life i ll give,5.0,positive,Best iPhone ever,One of the best iPhone ever. Features are fabulous and battery life is excellent. On an average it lasts up to 10 hrs if you are an extensive phone user. This includes data usage and voice calling.  Bit heavy I comparison to other iPhones or android phones but might be that’s the trick it’s good on battery life. I’ll give 10/10,Apple iPhone XR (64GB) - Black, India ,2019-11-23
"Worth the buy, however camera quality is not great. The camera quality is not as good as I excepted it to be. It forms grams in the captures which is very evident when the pictures are projected on a monitor or a tv screen. Battery life is superb, goes more than 36 hours with normal usage until it hits the 20% low. Face recognition is perfect.",worth the buy however camera quality is not great the camera quality is not as good as i excepted it to be it forms grams in the captures which is very evident when the pictures are projected on a monitor or a tv screen battery life is superb goes more than hours with normal usage until it hits the low face recognition is perfect,4.0,positive,"Worth the buy, however camera quality is not great.","The camera quality is not as good as I excepted it to be. It forms grams in the captures which is very evident when the pictures are projected on a monitor or a tv screen. Battery life is superb, goes more than 36 hours with normal usage until it hits the 20% low. Face recognition is perfect.",Apple iPhone XR (64GB) - Black, India ,2019-06-01
"Battery consumption is not according to the proposed specification Everything else is quite well except battery consumption which does not lie with the promised service that is upto 25 hrs of talktime (wireless) and upto 16 hrs of video streaming (wireless), at all.",battery consumption is not according to the proposed specification everything else is quite well except battery consumption which does not lie with the promised service that is upto hrs of talktime wireless and upto hrs of video streaming wireless at all,2.0,negative,Battery consumption is not according to the proposed specification,"Everything else is quite well except battery consumption which does not lie with the promised service that is upto 25 hrs of talktime (wireless) and upto 16 hrs of video streaming (wireless), at all.",Apple iPhone XR (64GB) - Black, India ,2019-10-10
"Powerful Device Hi, The device is good as it has everything what people look for in this price segment, i have used both i11 and XR , 11 is best because it has new processor rest XR is also a good option.",powerful device hi the device is good as it has everything what people look for in this price segment i have used both i and xr is best because it has new processor rest xr is also a good option,5.0,positive,Powerful Device,"Hi, The device is good as it has everything what people look for in this price segment, i have used both i11 and XR , 11 is best because it has new processor rest XR is also a good option.",Apple iPhone XR (64GB) - Black, India ,2019-11-03
"Damaged product I have received this product  on 1 Jul 2019, Since then i am experiencing difficulty with wi-fi Connections (taking some time to connect, not connecting spontaneously, not detecting other Wi-fi connections). Face ID not working properly (taking time to detect).  I was thinking Amazon sold the one of the damaged product. Very  bad experience with such a costly mobile ordered in Amazone",damaged product i have received this product on jul since then i am experiencing difficulty with wi fi connections taking some time to connect not connecting spontaneously not detecting other wi fi connections face id not working properly taking time to detect i was thinking amazon sold the one of the damaged product very bad experience with such a costly mobile ordered in amazone,4.0,positive,Damaged product,"I have received this product  on 1 Jul 2019, Since then i am experiencing difficulty with wi-fi Connections (taking some time to connect, not connecting spontaneously, not detecting other Wi-fi connections). Face ID not working properly (taking time to detect).  I was thinking Amazon sold the one of the damaged product. Very  bad experience with such a costly mobile ordered in Amazone",Apple iPhone XR (64GB) - Black, India ,2019-10-03
"Poor refund policy, will cancel other orders too Got.the product today, heating up very fast , and also not connecting to Android and other equipment. Not performing when trying to upload to cloud, etc. Connectivity issues.  Amazon says no refund , am in the.process of cancelling other buy orders.",poor refund policy will cancel other orders too got the product today heating up very fast and also not connecting to android and other equipment not performing when trying to upload to cloud etc connectivity issues amazon says no refund am in the process of cancelling other buy orders,2.0,negative,"Poor refund policy, will cancel other orders too","Got.the product today, heating up very fast , and also not connecting to Android and other equipment. Not performing when trying to upload to cloud, etc. Connectivity issues.  Amazon says no refund , am in the.process of cancelling other buy orders.",Apple iPhone XR (64GB) - Black, India ,2019-08-08
"X series in 38k ... what else u need Was using X 64gb from last 2 yrs, apart from OLED display things are pretty much the same",x series in k what else u need was using x gb from last yrs apart from oled display things are pretty much the same,5.0,positive,X series in 38k ... what else u need,"Was using X 64gb from last 2 yrs, apart from OLED display things are pretty much the same",Apple iPhone XR (64GB) - Black, India ,2019-09-30
Awesome Phone Awesome...,awesome phone awesome,5.0,positive,Awesome Phone,Awesome...,Apple iPhone XR (64GB) - Black, India ,2019-08-28
"iPhone XR is probably the best iPhone that is value for money with all power packed features iPhone XR is brilliant perfect value for money phone giving all the specs of latest iPhone in a reasonable price. Packs the same display, screen & pixel density as iPhone 11 only difference being camera upgrade & A 13 bionic processor rest almost everything is same. Excellent battery life, display in iPhone XR. The White Colour looks simple, sober & classy unlike dull creamy white in XS or XS Max last year. All in all a very good phone & thoroughly satisfied with it.",iphone xr is probably the best iphone that is value for money with all power packed features iphone xr is brilliant perfect value for money phone giving all the specs of latest iphone in a reasonable price packs the same display screen pixel density as iphone only difference being camera upgrade a bionic processor rest almost everything is same excellent battery life display in iphone xr the white colour looks simple sober classy unlike dull creamy white in xs or xs max last year all in all a very good phone thoroughly satisfied with it,5.0,positive,iPhone XR is probably the best iPhone that is value for money with all power packed features,"iPhone XR is brilliant perfect value for money phone giving all the specs of latest iPhone in a reasonable price. Packs the same display, screen & pixel density as iPhone 11 only difference being camera upgrade & A 13 bionic processor rest almost everything is same. Excellent battery life, display in iPhone XR. The White Colour looks simple, sober & classy unlike dull creamy white in XS or XS Max last year. All in all a very good phone & thoroughly satisfied with it.",Apple iPhone XR (64GB) - Black, India ,2019-11-01
Would have given 5 starts if it was light weight This phone really feature-rich.,would have given starts if it was light weight this phone really feature rich,4.0,positive,Would have given 5 starts if it was light weight,This phone really feature-rich.,Apple iPhone XR (64GB) - Black, India ,2019-10-16
Superlative Purchase Terrific Purchase. Initially there was a heating issue while updating software but it has gone now and working excellent.,superlative purchase terrific purchase initially there was a heating issue while updating software but it has gone now and working excellent,5.0,positive,Superlative Purchase,Terrific Purchase. Initially there was a heating issue while updating software but it has gone now and working excellent.,Apple iPhone XR (64GB) - Black, India ,2019-10-04
"Worth every penny Coming from iphone 8, i really didn't need this upgrade..but believe it or not..i am flattered..got a stellar deal of 40k for 128GB..camera is good from iphone 8..overall still it can't beat my other beast Samsung Galaxy S10 plus..but here is the cliche..an iphone is an iphone.",worth every penny coming from iphone i really didn t need this upgrade but believe it or not i am flattered got a stellar deal of k for gb camera is good from iphone overall still it can t beat my other beast samsung galaxy s plus but here is the cliche an iphone is an iphone,5.0,positive,Worth every penny,"Coming from iphone 8, i really didn't need this upgrade..but believe it or not..i am flattered..got a stellar deal of 40k for 128GB..camera is good from iphone 8..overall still it can't beat my other beast Samsung Galaxy S10 plus..but here is the cliche..an iphone is an iphone.",Apple iPhone XR (64GB) - Black, India ,2019-10-03
"Works as expected by Apple product , on spot I was worried that it will be little oversized with 6.1 inch but fits well . Battery backup is good one full charge keeps it running for 1.5 days . Not tested camera yet . Got it in very good deal at 46k . Blue colour looks good.",works as expected by apple product on spot i was worried that it will be little oversized with inch but fits well battery backup is good one full charge keeps it running for days not tested camera yet got it in very good deal at k blue colour looks good,5.0,positive,"Works as expected by Apple product , on spot",I was worried that it will be little oversized with 6.1 inch but fits well . Battery backup is good one full charge keeps it running for 1.5 days . Not tested camera yet . Got it in very good deal at 46k . Blue colour looks good.,Apple iPhone XR (64GB) - Black, India ,2019-10-21
"Third class screen, poor outdoor visibility, wifi & data speed issue, slow charger Third class screen and resolution, Very poor outdoor visiblity, network issue with dual sim, wifi drop/speed issue, slow data/ltr issue...slow charger included which takes ages for full charge...",third class screen poor outdoor visibility wifi data speed issue slow charger third class screen and resolution very poor outdoor visiblity network issue with dual sim wifi drop speed issue slow data ltr issue slow charger included which takes ages for full charge,1.0,negative,"Third class screen, poor outdoor visibility, wifi & data speed issue, slow charger","Third class screen and resolution, Very poor outdoor visiblity, network issue with dual sim, wifi drop/speed issue, slow data/ltr issue...slow charger included which takes ages for full charge...",Apple iPhone XR (64GB) - Black, India ,2019-07-26
